Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21,CHI,NBA,C,9,0,10.1,1.8,2.8,.640,0.0,0.0,,1.8,2.8,.640,.640,0.6,1.1,.500,1.1,0.9,2.0,0.1,0.0,0.7,0.1,1.7,4.1
Career,,,NBA,,9,0,10.1,1.8,2.8,.640,0.0,0.0,,1.8,2.8,.640,.640,0.6,1.1,.500,1.1,0.9,2.0,0.1,0.0,0.7,0.1,1.7,4.1
