Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,24,MIA,NBA,PF,15,1,10.7,1.2,3.1,.391,0.7,2.3,.286,0.5,0.7,.727,.500,0.3,0.4,.667,0.1,1.1,1.3,0.3,0.3,0.0,0.3,0.7,3.3
2019-20,25,MIA,NBA,PF,12,7,23.6,3.5,7.6,.462,2.3,5.8,.406,1.2,1.8,.636,.615,0.3,0.3,1.000,0.1,2.3,2.4,0.7,0.6,0.5,0.8,2.2,9.7
Career,,,NBA,,27,8,16.4,2.2,5.1,.438,1.4,3.9,.365,0.8,1.2,.667,.577,0.3,0.4,.800,0.1,1.7,1.8,0.5,0.4,0.2,0.5,1.4,6.1
