Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,20,LAL,NBA,PG,52,50,34.2,3.9,10.8,.360,1.7,5.7,.305,2.2,5.2,.420,.440,0.6,1.4,.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2
2018-19,21,LAL,NBA,PG,23,21,27.2,3.1,7.9,.396,1.3,3.9,.322,1.9,4.0,.467,.475,0.4,0.8,.556,1.0,4.4,5.4,4.4,1.3,0.3,2.0,2.3,8.0
Career,,,NBA,,75,71,32.1,3.7,9.9,.369,1.6,5.1,.309,2.1,4.8,.432,.448,0.6,1.2,.472,1.2,5.2,6.5,6.4,1.6,0.7,2.4,2.3,9.5
