Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,19,WAS,NBA,SF,52,10,14.0,1.9,4.5,.415,0.4,1.3,.319,1.4,3.2,.455,.462,0.6,0.9,.681,0.7,2.1,2.8,1.5,0.4,0.1,0.6,1.1,4.8
2019-20,20,WAS,NBA,SG,11,7,21.6,2.6,6.4,.414,0.5,1.9,.286,2.1,4.5,.469,.457,0.6,0.7,.875,1.4,3.6,5.0,2.3,1.1,0.1,1.0,1.3,6.5
Career,,,NBA,,63,17,15.4,2.0,4.8,.414,0.4,1.4,.311,1.6,3.4,.458,.461,0.6,0.9,.709,0.8,2.4,3.2,1.7,0.5,0.1,0.7,1.1,5.1
