Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23,SAC,NBA,SG,4,0,3.8,1.0,2.3,.444,0.0,0.8,.000,1.0,1.5,.667,.444,0.3,1.0,.250,0.0,0.5,0.5,0.3,0.3,0.5,0.0,0.0,2.3
Career,,,NBA,,4,0,3.8,1.0,2.3,.444,0.0,0.8,.000,1.0,1.5,.667,.444,0.3,1.0,.250,0.0,0.5,0.5,0.3,0.3,0.5,0.0,0.0,2.3
