Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22,ATL,NBA,SF,59,10,16.6,1.9,4.8,.400,0.6,1.7,.324,1.4,3.1,.443,.458,1.3,1.6,.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,5.7
2017-18,23,ATL,NBA,SF,82,82,30.0,5.1,11.9,.426,2.1,5.6,.385,2.9,6.3,.461,.516,1.9,2.2,.844,0.6,4.1,4.7,2.6,1.0,0.5,2.3,2.0,14.1
2018-19,24,ATL,NBA,SF,55,47,28.2,4.8,10.8,.441,2.2,5.7,.390,2.5,5.1,.498,.545,1.7,2.1,.819,0.4,3.2,3.6,2.1,1.0,0.3,1.8,2.6,13.5
2019-20,25,BRK,NBA,SF,13,13,29.7,4.5,11.0,.406,2.5,6.5,.388,1.9,4.5,.431,.521,1.1,1.5,.700,0.8,5.3,6.2,1.3,1.0,0.4,1.9,2.8,12.5
Career,,,NBA,,209,152,25.8,4.1,9.6,.425,1.7,4.6,.381,2.3,5.0,.466,.517,1.6,2.0,.817,0.5,3.4,3.9,1.9,0.9,0.4,1.8,2.1,11.5
