Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21,DEN,NBA,PF,9,0,9.1,1.6,3.6,.438,0.2,1.0,.222,1.3,2.6,.522,.469,0.6,0.9,.625,0.9,1.7,2.6,0.3,0.0,0.3,0.7,1.3,3.9
Career,,,NBA,,9,0,9.1,1.6,3.6,.438,0.2,1.0,.222,1.3,2.6,.522,.469,0.6,0.9,.625,0.9,1.7,2.6,0.3,0.0,0.3,0.7,1.3,3.9
