Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,21,LAC,NBA,SG,33,0,9.7,1.3,3.3,.400,0.5,1.7,.316,0.8,1.6,.491,.482,0.2,0.3,.667,0.1,1.2,1.2,0.6,0.3,0.1,0.4,1.4,3.4
2019-20,22,LAC,NBA,SG,12,0,10.7,1.3,3.4,.390,0.7,1.8,.381,0.7,1.7,.400,.488,0.2,0.2,1.000,0.0,0.9,0.9,1.1,0.3,0.4,0.8,1.2,3.5
Career,,,NBA,,45,0,10.0,1.3,3.4,.397,0.6,1.7,.333,0.8,1.6,.466,.483,0.2,0.2,.727,0.1,1.1,1.2,0.7,0.3,0.2,0.5,1.3,3.4
