Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,19,LAL,NBA,PG,80,48,28.2,4.9,12.0,.410,1.6,4.6,.351,3.3,7.3,.447,.478,1.8,2.4,.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2
2016-17,20,LAL,NBA,PG,63,60,28.7,5.6,13.8,.405,2.1,6.1,.352,3.4,7.7,.447,.483,2.3,3.0,.782,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1,15.6
2017-18,21,BRK,NBA,PG,48,35,25.7,5.8,14.0,.414,1.9,5.8,.324,3.9,8.2,.477,.481,2.0,2.7,.740,0.6,3.3,3.9,5.2,0.8,0.4,3.1,1.9,15.5
2018-19,22,BRK,NBA,PG,26,26,29.1,6.9,16.9,.409,2.5,7.0,.359,4.4,10.0,.444,.483,1.7,2.2,.741,0.6,3.3,3.9,5.7,1.3,0.3,2.7,1.6,18.0
Career,,,NBA,,217,169,27.9,5.5,13.5,.409,1.9,5.6,.346,3.6,7.9,.454,.481,2.0,2.6,.753,0.6,3.1,3.6,4.5,1.2,0.2,2.7,1.9,15.0
