Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,22,HOU,NBA,PF,39,1,9.7,1.5,2.3,.644,0.0,0.0,.000,1.5,2.3,.652,.644,0.6,1.2,.522,0.6,1.0,1.7,0.4,0.3,0.3,0.4,1.2,3.6
2016-17,23,HOU,NBA,C,58,14,18.3,3.9,5.9,.652,0.0,0.1,.143,3.9,5.8,.663,.654,1.3,2.1,.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1
2017-18,24,LAC,NBA,C,76,3,17.0,4.6,7.2,.635,0.0,0.1,.143,4.6,7.1,.641,.636,1.8,2.9,.626,1.4,2.7,4.0,1.0,0.5,0.7,0.9,1.9,11.0
2018-19,25,LAC,NBA,C,24,0,25.8,6.1,9.4,.646,0.0,0.0,.000,6.1,9.4,.649,.646,4.0,6.3,.629,2.3,4.7,7.0,1.5,1.0,1.6,1.4,2.8,16.1
Career,,,NBA,,197,18,17.0,3.9,6.1,.643,0.0,0.1,.125,3.9,6.1,.650,.644,1.7,2.7,.619,1.3,2.5,3.8,1.0,0.5,0.7,0.8,2.0,9.6
