Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,22,ATL,NBA,SF,17,17,31.1,4.4,10.7,.412,1.6,4.4,.378,2.8,6.4,.435,.489,1.7,2.3,.744,0.5,3.6,4.1,1.8,0.6,0.3,1.8,2.5,12.2
Career,,,NBA,,17,17,31.1,4.4,10.7,.412,1.6,4.4,.378,2.8,6.4,.435,.489,1.7,2.3,.744,0.5,3.6,4.1,1.8,0.6,0.3,1.8,2.5,12.2
