Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,23,MEM,NBA,PG,39,3,14.8,1.4,4.7,.303,0.9,2.6,.333,0.6,2.1,.265,.395,0.7,0.8,.813,0.4,1.3,1.7,1.8,0.7,0.3,0.8,1.4,4.4
2019-20,24,PHO,NBA,PG,10,1,15.6,1.5,4.0,.375,1.0,2.6,.385,0.5,1.4,.357,.500,0.4,0.4,1.000,0.2,1.6,1.8,1.9,1.0,0.3,1.3,1.8,4.4
Career,,,NBA,,49,4,15.0,1.4,4.6,.316,0.9,2.6,.344,0.6,2.0,.278,.413,0.6,0.7,.833,0.3,1.4,1.7,1.8,0.7,0.3,0.9,1.5,4.4
