Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,19,CHI,NBA,C,25,25,26.0,4.4,9.4,.470,0.2,1.0,.208,4.2,8.4,.500,.481,2.4,3.0,.813,2.0,5.3,7.4,2.2,0.6,1.6,1.6,3.5,11.4
Career,,,NBA,,25,25,26.0,4.4,9.4,.470,0.2,1.0,.208,4.2,8.4,.500,.481,2.4,3.0,.813,2.0,5.3,7.4,2.2,0.6,1.6,1.6,3.5,11.4
