Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22,TOR,NBA,PF,55,38,15.6,1.9,3.7,.502,0.0,0.1,.143,1.9,3.6,.515,.505,0.4,0.6,.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2
2017-18,23,TOR,NBA,PF,81,5,20.7,3.1,6.1,.508,0.4,1.6,.220,2.8,4.5,.612,.537,0.7,1.1,.621,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,7.3
2018-19,24,TOR,NBA,PF,80,79,31.9,6.5,11.8,.549,1.0,2.7,.369,5.5,9.1,.602,.591,3.0,3.8,.785,1.6,5.3,6.9,3.1,0.9,0.7,1.9,3.0,16.9
2019-20,25,TOR,NBA,PF,16,16,37.1,9.6,20.2,.474,2.3,6.2,.374,7.3,14.0,.518,.531,4.3,5.1,.829,1.5,6.9,8.4,4.0,0.8,0.8,2.8,3.3,25.7
Career,,,NBA,,232,138,24.5,4.4,8.5,.522,0.6,1.9,.323,3.8,6.5,.581,.559,1.6,2.2,.757,1.3,4.1,5.3,2.1,0.8,0.7,1.3,2.4,11.1
