Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,20,BOS,NBA,PG,67,38,27.0,2.6,7.1,.367,1.4,4.1,.335,1.3,3.1,.410,.462,1.2,1.9,.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
2015-16,21,BOS,NBA,PG,61,10,27.3,3.0,8.7,.348,1.0,4.0,.253,2.0,4.7,.427,.405,2.1,2.7,.777,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,9.1
2016-17,22,BOS,NBA,SG,79,24,30.4,3.4,9.5,.359,1.2,4.2,.283,2.2,5.3,.420,.422,2.6,3.2,.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6
2017-18,23,BOS,NBA,SG,54,11,29.9,3.5,9.5,.367,1.4,4.6,.301,2.1,4.9,.429,.440,1.8,2.5,.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
2018-19,24,BOS,NBA,SG,80,60,27.5,3.0,7.1,.422,1.6,4.3,.364,1.4,2.8,.511,.533,1.3,1.6,.806,0.7,2.2,2.9,4.0,1.8,0.4,1.5,2.5,8.9
2019-20,25,BOS,NBA,SG,16,11,32.4,4.4,11.3,.394,2.4,6.9,.342,2.1,4.3,.478,.500,1.3,1.5,.875,0.8,2.7,3.5,5.1,1.6,0.5,1.0,2.1,12.6
Career,,,NBA,,357,154,28.6,3.2,8.5,.374,1.4,4.3,.313,1.8,4.1,.438,.454,1.8,2.3,.767,0.9,2.6,3.5,4.0,1.6,0.4,1.7,2.6,9.5
