Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,22,IND,NBA,PF,14,0,4.6,0.3,1.1,.250,0.1,0.1,.500,0.2,1.0,.214,.281,0.3,0.6,.500,0.3,1.1,1.4,0.1,0.1,0.2,0.0,0.5,0.9
2019-20,23,IND,NBA,PF,5,0,6.4,1.0,1.8,.556,0.0,0.0,,1.0,1.8,.556,.556,0.6,0.8,.750,1.2,1.2,2.4,0.4,0.0,0.0,0.2,0.8,2.6
Career,,,NBA,,19,0,5.1,0.5,1.3,.360,0.1,0.1,.500,0.4,1.2,.348,.380,0.4,0.6,.583,0.5,1.1,1.6,0.2,0.1,0.2,0.1,0.6,1.4
