Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,20,POR,NBA,SG,15,1,7.4,1.1,3.3,.320,0.3,1.4,.238,0.7,1.9,.379,.370,0.2,0.5,.429,0.1,0.7,0.7,0.3,0.1,0.1,0.3,0.3,2.7
2019-20,21,POR,NBA,SG,9,0,7.2,0.9,2.4,.364,0.7,1.7,.400,0.2,0.8,.286,.500,0.0,0.0,,0.3,0.9,1.2,0.3,0.1,0.0,0.2,0.6,2.4
Career,,,NBA,,24,1,7.3,1.0,3.0,.333,0.5,1.5,.306,0.5,1.5,.361,.410,0.1,0.3,.429,0.2,0.8,0.9,0.3,0.1,0.1,0.3,0.4,2.6
