Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,20,ATL,NBA,PG,81,81,30.9,6.5,15.5,.418,1.9,6.0,.324,4.6,9.6,.477,.480,4.2,5.1,.829,0.8,2.9,3.7,8.1,0.9,0.2,3.8,1.7,19.1
2019-20,21,ATL,NBA,PG,16,16,34.1,8.6,20.0,.431,3.1,8.6,.358,5.6,11.4,.486,.508,6.3,7.5,.833,0.6,3.9,4.5,8.7,1.5,0.1,4.9,1.1,26.6
Career,,,NBA,,97,97,31.4,6.8,16.2,.421,2.1,6.4,.331,4.7,9.9,.479,.486,4.6,5.5,.830,0.8,3.1,3.8,8.2,1.0,0.2,4.0,1.6,20.4
