Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,19,DAL,NBA,SG,72,72,32.2,7.0,16.5,.427,2.3,7.1,.327,4.7,9.3,.503,.497,4.8,6.7,.713,1.2,6.6,7.8,6.0,1.1,0.3,3.4,1.9,21.2
2019-20,20,DAL,NBA,PG,16,16,33.9,10.1,20.4,.494,3.3,9.4,.347,6.8,11.0,.619,.574,7.3,8.9,.817,1.4,8.7,10.1,9.8,1.4,0.2,4.5,2.5,30.6
Career,,,NBA,,88,88,32.5,7.6,17.2,.441,2.5,7.5,.331,5.1,9.6,.527,.514,5.3,7.1,.737,1.2,7.0,8.2,6.6,1.1,0.3,3.6,2.0,22.9
