Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,19,POR,NBA,SF,8,3,17.5,2.1,5.4,.395,0.5,2.1,.235,1.6,3.3,.500,.442,0.6,1.3,.500,1.4,3.1,4.5,0.5,0.5,0.5,0.6,2.9,5.4
Career,,,NBA,,8,3,17.5,2.1,5.4,.395,0.5,2.1,.235,1.6,3.3,.500,.442,0.6,1.3,.500,1.4,3.1,4.5,0.5,0.5,0.5,0.6,2.9,5.4
