Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,20,BRK,NBA,SF,63,46,20.5,3.2,7.1,.450,0.9,2.9,.315,2.3,4.2,.543,.514,1.1,1.5,.783,0.9,3.0,3.9,0.8,0.7,0.4,1.2,2.3,8.5
2019-20,21,BRK,NBA,PF,9,0,10.9,0.9,2.2,.400,0.3,0.6,.600,0.6,1.7,.333,.475,0.2,0.7,.333,0.6,1.9,2.4,0.1,0.4,0.0,1.2,1.8,2.3
Career,,,NBA,,72,46,19.3,2.9,6.5,.448,0.8,2.6,.323,2.1,3.9,.532,.513,1.0,1.4,.755,0.8,2.9,3.7,0.7,0.6,0.3,1.2,2.3,7.7
